TRANSACTION_ID,WAREHOUSE_ID,TRANSACTION_TIMESTAMP,DATE,HOUR,ORDER_TYPE,ORDER_TYPE_CATEGORY,ORDER_CHANNEL,USER_ID,ACTION_CODE,ORDER_NUMBER,ORDER_LINE_ITEM,ARTICLE,DEVICE_CODE,SHIP_LINE_ID,GIFT_FLAG,FROM_AREA_CODE,TO_AREA_CODE,FROM_STORAGE_LOCATION,TO_STORAGE_LOCATION,ORDER_CATEGORY,INVENTORY_DETAIL_NUMBER,QUANTITY
00006XBGC7,DC01,2021-11-02 8:42:39 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614580,1780,83756045,88,SLN00EYDQK,0,PICK,RDTS000001,47-18-04-06,88,Replenishment,D000000FG9ZQ,1
00006XB83B,DC01,2021-11-02 8:19:22 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82614579,520,75051022,58,SLN00EYBHF,0,PICK,RDTS000001,78-22-03-05,58,Replenishment,D000000FG9JP,1
00006XBKD9,DC01,2021-11-02 8:54:52 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER18,LSTPCK,82614580,2800,91284019,68,SLN00EYDYH,0,PICK,RDTS000001,44-02-04-10,68,Replenishment,D000000FGABR,1
00006XBCC6,DC01,2021-11-02 8:25:03 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611098,70,57814251,88,SLN00EXO4F,0,PICK,RDTS000001,10-10-04-01,88,Replenishment,D000000FG9NT,1
00006XB5IB,DC01,2021-11-02 8:15:53 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611105,700,84576011,35,SLN00EXONP,0,PICK,RDTS000001,63-20-03-02,35,Replenishment,D000000EXTNN,1
00006XBAVE,DC01,2021-11-02 8:22:25 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER16,ASSUMEDPCK,262854360,1,90318015,72,SLN00EYGOD,0,PICK,RDTS000001,48-14-03-03,72,eComm USA S321,D000000FG9M3,1
00006XB88Q,DC01,2021-11-02 8:20:19 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611098,3310,92440008,88,SLN00EXO2E,0,PICK,RDTS000001,07-20-04-08,88,Replenishment,D000000FG9KJ,1
00006XB4PB,DC01,2021-11-02 8:14:52 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER17,LSTPCK,262900236,1,81480003,111,SLN00EYGTG,0,PICK,RDTS000001,23-17-02-02,111,eComm USA S321,D000000FG9FD,1
00006XBEDQ,DC01,2021-11-02 8:39:32 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82614590,1010,90484004,58,SLN00EYB9Q,0,PICK,RDTS000001,12-19-01-01,58,Replenishment,D000000FG9XF,1
00006XBCX7,DC01,2021-11-02 8:29:56 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82614579,1960,82204010,35,SLN00EYBLF,0,PICK,RDTS000001,28-15-04-08,35,Replenishment,D000000FG04J,1
00006XB3W9,DC01,2021-11-02 8:14:04 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER14,IDNTFY,82544805,1260,83644001,99,SLN00EZ54M,0,ADJS,EXPR,PERM-CRE-LOC,RTNS110221,Replenishment,D000000FG9EH,1
00006XBCO7,DC01,2021-11-02 8:28:40 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611098,750,78841139,88,SLN00EXO3K,0,PICK,RDTS000001,13-07-04-01,88,Replenishment,D000000FG9QQ,1
00006XBK88,DC01,2021-11-02 8:54:12 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER28,PKOCLOSE,262892646,2,70331083,STNPACK-011,SLN00EY6Z2,0,WRKS,PACK,STNPACK-011,STNPACK-011-STG,eComm USA S321,D000000FG5GE,1
00006XBCEU,DC01,2021-11-02 8:26:17 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611098,3240,92132189,35,SLN00EXO27,0,PICK,RDTS000001,24-06-03-03,35,Replenishment,D000000FG9OU,1
00006XB3UC,DC01,2021-11-02 8:13:51 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611105,670,84570006,35,SLN00EXONM,0,PICK,RDTS000001,61-01-01-01,35,Replenishment,D000000FG9EA,1
00006XBD51,DC01,2021-11-02 8:31:31 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614579,40,57814002,88,SLN00EYBG3,0,PICK,RDTS000001,15-06-02-05,88,Replenishment,D000000FG9SL,1
00006XBCTY,DC01,2021-11-02 8:29:33 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614590,1250,92127019,27,SLN00EYBBQ,0,PICK,RDTS000001,41B-39-03-03,27,Replenishment,D000000FG9R7,1
00006XBJDN,DC01,2021-11-02 8:49:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614583,1670,90243012,109,SLN00EYEDR,0,PICK,RDTS000001,71-16-03-02,109,Replenishment,D000000FGA61,1
00006XB4E2,DC01,2021-11-02 8:14:21 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611105,790,84849026,88,SLN00EXONY,0,PICK,RDTS000001,05-05-01-06,88,Replenishment,D000000FG9ET,1
00006XBEGI,DC01,2021-11-02 8:40:42 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER20,PKOCLOSE,262893148,1,69786011,STNPACK-059,SLN00EY8F1,0,WRKS,PACK,STNPACK-059,STNPACK-059-STG,eComm Canada,D000000FG6J2,1
00006XBJCM,DC01,2021-11-02 8:48:37 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,340,72708003,35,SLN00EXO56,0,PICK,RDTS000001,41C-34-04-04,35,Replenishment,D000000FGA5N,1
00006XB0BS,DC01,2021-11-02 8:03:17 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER20,PKOCLOSE,262781269,1,92307001,STNPACK-059,SLN00EY8A3,0,WRKS,PACK,STNPACK-059,STNPACK-059-STG,eComm USA S321,D000000FG730,1
00006XB72R,DC01,2021-11-02 8:17:29 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER13,PKOCLOSE,262894356,2,57814001,STNPACK-044,SLN00EY8SQ,0,WRKS,PACK,STNPACK-044,STNPACK-044-STG,eComm USA S321,D000000FG6KF,1
00006XBD0A,DC01,2021-11-02 8:30:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614579,1820,81656018,109,SLN00EYBDT,0,PICK,RDTS000001,66-04-02-02,109,Replenishment,D000000FG9S2,1
00006XB0GN,DC01,2021-11-02 8:04:47 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER21,ASSUMEDPCK,262853989,1,80045053,54,SLN00EYGJ1,0,PICK,RDTS000001,79-22-02-03,54,eComm USA S321,D000000FG94S,1
00006XBKH2,DC01,2021-11-02 8:55:48 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82611105,20,31352003,58,SLN00EXOOP,0,PICK,RDTS000001,22-07-02-01,58,Replenishment,D000000FGACN,1
00006XBHYX,DC01,2021-11-02 8:46:52 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER16,ASSUMEDPCK,262894432,1,90563055,72,SLN00EYATE,0,PICK,RDTS000001,71-05-02-03,72,eComm Canada,D000000FGA3Y,1
00006XB5HW,DC01,2021-11-02 8:15:53 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER4,ASSUMEDPCK,262899837,1,84718043,50,SLN00EYGUM,0,PICK,RDTS000001,18-05-02-05,50,eComm Canada,D000000FG9GK,1
00006XB0JO,DC01,2021-11-02 8:05:49 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER4,ASSUMEDPCK,262900916,1,94505007,50,SLN00EYGXC,0,PICK,RDTS000001,02-04-02-01,50,eComm Canada,D000000FG95O,1
00006XB1TQ,DC01,2021-11-02 8:06:58 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611098,3550,95351015,35,SLN00EXO0A,0,PICK,RDTS000001,55-06-04-11,35,Replenishment,D000000FG96Q,1
00006XBKJP,DC01,2021-11-02 8:56:31 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614571,1440,80222004,12,SLN00EYEQ1,0,PICK,RDTS000001,83-07-02-05,12,Replenishment,D000000FGADF,1
00006XB1X7,DC01,2021-11-02 8:07:55 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611098,2030,83418020,88,SLN00EXNYT,0,PICK,RDTS000001,03-05-04-01,88,Replenishment,D000000FG97N,1
00006XB0DH,DC01,2021-11-02 8:03:41 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82614590,250,77341169,35,SLN00EYB3U,0,PICK,RDTS000001,52-14-02-02,35,Replenishment,D000000FG93T,1
00006XBJX1,DC01,2021-11-02 8:52:11 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614569,1910,84579124,12,SLN00EYEXA,0,PICK,RDTS000001,82-14-01-02,12,Replenishment,D000000FGA8Y,1
00006XBJBX,DC01,2021-11-02 8:48:24 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614571,1320,79920008,109,SLN00EYEQD,0,PICK,RDTS000001,71-09-03-02,109,Replenishment,D000000FGA5C,1
00006XB279,DC01,2021-11-02 8:10:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614579,1540,80312046,109,SLN00EYBEL,0,PICK,RDTS000001,55-16-04-09,109,Replenishment,D000000FFV7P,1
00006XB27N,DC01,2021-11-02 8:10:45 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER25,PKOCLOSE,262891594,4,80874013,STNPACK-018,SLN00EY78V,0,WRKS,PACK,STNPACK-018,STNPACK-018-STG,eComm USA S321,D000000FG5UV,1
00006XAYLX,DC01,2021-11-02 8:01:12 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,ASSUMEDPCK,262894360,1,83588005,57,SLN00EY962,0,PICK,RDTS000001,21-09-03-01,57,eComm Canada,D000000FG91E,1
00006XB86V,DC01,2021-11-02 8:19:58 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER1,ASSUMEDPCK,262891486,1,60498003,7,SLN00EYGR7,0,PICK,RDTS000001,44-08-01-02,7,eComm Canada,D000000FG9KA,1
00006XB29X,DC01,2021-11-02 8:11:22 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614579,480,74147041,27,SLN00EYBEV,0,PICK,RDTS000001,32-07-03-03,27,Replenishment,D000000FG9BM,1
00006XBKGL,DC01,2021-11-02 8:55:40 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614577,1210,80413025,109,SLN00EYFFD,0,PICK,RDTS000001,74-24-04-06,109,Replenishment,D000000FFRQ5,1
00006XBCG0,DC01,2021-11-02 8:26:44 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614588,180,68755264,109,SLN00EYB50,0,PICK,RDTS000001,64-09-03-02,109,Replenishment,D000000FG9P7,1
00006XBGHL,DC01,2021-11-02 8:43:59 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER16,LSTPCK,262893299,1,84718034,72,SLN00EYGBP,0,PICK,RDTS000001,68-17-03-01,72,eComm Canada,D000000FGA0Z,1
00006XBCF9,DC01,2021-11-02 8:26:28 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER4,LSTPCK,262892697,1,84718014,50,SLN00EYH1B,0,PICK,RDTS000001,41G-17-04-02,50,eComm Canada,D000000BTGW5,1
00006XBD8E,DC01,2021-11-02 8:31:57 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82614579,2860,90186002,88,SLN00EYBLM,0,PICK,RDTS000001,15-11-02-01,88,Replenishment,D000000FG9SZ,3
00006XBKOM,DC01,2021-11-02 8:57:49 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER22,MANFST,262843393,1,?,STNPACK-024,SLN00EY8NU,0,?,?,?,?,eComm USA S321,D000000FG77T,?
00006XBK6C,DC01,2021-11-02 8:53:46 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER17,LSTPCK,262893358,3,95907020,111,SLN00EYGTY,0,PICK,RDTS000001,76-09-02-04,111,eComm USA S321,D000000FGAAN,1
00006XB0LY,DC01,2021-11-02 8:06:25 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82614588,850,90838024,58,SLN00EYB5T,0,PICK,RDTS000001,73-24-02-01,58,Replenishment,D000000FG965,1
00006XBG9N,DC01,2021-11-02 8:42:28 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER14,IDNTFY,82624401,850,91144011,99,SLN00F0ENP,0,ADJS,EXPR,PERM-CRE-LOC,RTNS110221,Replenishment,D000000FG9ZM,1
00006XB3SU,DC01,2021-11-02 8:13:31 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82614579,3850,96614010,58,SLN00EYBIV,0,PICK,RDTS000001,75-20-02-03,58,Replenishment,D000000FG9DW,1
00006XBJEY,DC01,2021-11-02 8:49:27 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614571,3960,95437027,109,SLN00EYER3,0,PICK,RDTS000001,71-17-04-10,109,Replenishment,D000000FGA6H,1
00006XBGFY,DC01,2021-11-02 8:43:37 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82614579,1430,80125014,35,SLN00EYBC8,0,PICK,RDTS000001,41-13-03-04,35,Replenishment,D000000EVDVL,1
00006XB23S,DC01,2021-11-02 8:09:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611105,870,90866108,35,SLN00EXOO6,0,PICK,RDTS000001,56-10-02-04,35,Replenishment,D000000FG99L,1
00006XBJZ5,DC01,2021-11-02 8:52:45 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82611105,210,70660005,58,SLN00EXOP8,0,PICK,RDTS000001,20-11-02-03,58,Replenishment,D000000FGA9K,1
00006XB28K,DC01,2021-11-02 8:11:02 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER1,LSTPCK,262826998,1,94505010,7,SLN00EYGQH,0,PICK,RDTS000001,33-03-03-01,7,eComm Canada,D000000FG9B5,1
00006XBHUK,DC01,2021-11-02 8:45:23 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82614579,2340,83941015,35,SLN00EYBKD,0,PICK,RDTS000001,41A-26-02-04,35,Replenishment,D000000BTDAF,1
00006XBJDU,DC01,2021-11-02 8:49:04 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82614590,520,79700082,58,SLN00EYB33,0,PICK,RDTS000001,17-13-03-01,58,Replenishment,D000000FGA64,1
00006XBCGS,DC01,2021-11-02 8:27:00 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614590,330,78514002,27,SLN00EYB3M,0,PICK,RDTS000001,40-03-02-04,27,Replenishment,D000000FG9PF,1
00006XBJEP,DC01,2021-11-02 8:49:22 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,ASSUMEDPCK,262892487,3,82907001,57,SLN00EYAV4,0,PICK,RDTS000001,68-11-02-03,57,eComm Canada,D000000FGA6D,1
00006XB82S,DC01,2021-11-02 8:19:11 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,1010,78298155,8,SLN00EYBDE,0,PICK,RDTS000001,23-03-04-02,8,Replenishment,D000000FFKL9,1
00006XAZBU,DC01,2021-11-02 8:01:47 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611098,2810,90503002,35,SLN00EXNY8,0,PICK,RDTS000001,50-09-02-03,35,Replenishment,D000000FG920,3
00006XB2EF,DC01,2021-11-02 8:12:21 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82611098,2380,84727021,88,SLN00EXNZS,0,PICK,RDTS000001,04-14-03-06,88,Replenishment,D000000FG9CN,1
00006XBJQK,DC01,2021-11-02 8:51:00 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614583,2390,95558004,109,SLN00EYEEG,0,PICK,RDTS000001,72-18-02-05,109,Replenishment,D000000FGA7U,1
00006XBKC5,DC01,2021-11-02 8:54:35 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614571,3840,94342018,109,SLN00EYERF,0,PICK,RDTS000001,73-15-02-02,109,Replenishment,D000000FGABH,1
00006XBJEG,DC01,2021-11-02 8:49:17 AM,02-Nov-21,8,P03,P03,ECOMMERCE,USER6,PKOCLOSE,262890429,2,79595001,STNPACK-016,SLN00EY74E,1,WRKS,PACK,STNPACK-016,STNPACK-016-STG,eComm Canada,D000000FG5LK,1
00006XB1TA,DC01,2021-11-02 8:06:53 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER23,PKOCLOSE,262876903,3,84729019,STNPACK-022,SLN00EY3FK,0,WRKS,PACK,STNPACK-022,STNPACK-022-STG,eComm Canada,D000000FG1FO,1
00006XBJWU,DC01,2021-11-02 8:52:07 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER28,PKOCLOSE,262897311,1,67557425,STNPACK-011,SLN00EY6Y9,0,WRKS,PACK,STNPACK-011,STNPACK-011-STG,eComm USA S321,D000000FG5GL,1
00006XBKYT,DC01,2021-11-02 8:59:09 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER1,ASSUMEDPCK,262875337,2,84718031,7,SLN00EYGJ7,0,PICK,RDTS000001,73-08-03-02,7,eComm Canada,D000000FGAFX,1
00006XBL0K,DC01,2021-11-02 8:59:49 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614587,2340,91396001,27,SLN00EYE15,0,PICK,RDTS000001,79-02-02-02,27,Replenishment,D000000FGAGK,1
00006XB1TD,DC01,2021-11-02 8:06:54 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,ASSUMEDPCK,82611098,530,75721024,12,SLN00EXO2Y,0,PICK,RDTS000001,57-23-02-04,12,Replenishment,D000000FG96L,1
00006XB0D7,DC01,2021-11-02 8:03:37 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,ASSUMEDPCK,82614594,850,92133154,12,SLN00EYB8H,0,PICK,RDTS000001,54-21-03-01,12,Replenishment,D000000FG93Q,1
00006XBDMT,DC01,2021-11-02 8:33:14 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82614590,390,79143062,58,SLN00EYB3G,0,PICK,RDTS000001,05-06-02-03,58,Replenishment,D000000FG9TW,1
00006XB7V7,DC01,2021-11-02 8:18:12 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611098,3870,97112004,88,SLN00EXO16,0,PICK,RDTS000001,06-05-02-09,88,Replenishment,D000000FG9IV,1
00006XBJUF,DC01,2021-11-02 8:51:37 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER2,LSTPCK,262894880,3,79711002,67,SLN00EYASC,0,PICK,RDTS000001,86-13-02-04,67,eComm Canada,D000000FGA8E,1
00006XBE10,DC01,2021-11-02 8:36:48 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER1,LSTPCK,262894099,2,84718036,7,SLN00EYGS9,0,PICK,RDTS000001,56-12-02-02,7,eComm Canada,D000000FG9VK,1
00006XBCEM,DC01,2021-11-02 8:26:11 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614588,920,90879143,27,SLN00EYB5M,0,PICK,RDTS000001,40-17-03-04,27,Replenishment,D000000FG9OQ,1
00006XB0DO,DC01,2021-11-02 8:03:44 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,1220,79515230,8,SLN00EYBCT,0,PICK,RDTS000001,17-07-03-03,8,Replenishment,D000000FG93V,1
00006XBK0W,DC01,2021-11-02 8:53:00 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER23,PKOCLOSE,262843397,4,68177446,STNPACK-022,SLN00EY8H2,0,WRKS,PACK,STNPACK-022,STNPACK-022-STG,eComm Canada,D000000FG6Z3,1
00006XB1X5,DC01,2021-11-02 8:07:55 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614579,3110,90879087,27,SLN00EYBI9,0,PICK,RDTS000001,30-02-02-04,27,Replenishment,D000000FG97M,1
00006XBB3D,DC01,2021-11-02 8:24:06 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER17,LSTPCK,262899129,3,66139033,111,SLN00EYGTR,0,PICK,RDTS000001,30-02-03-04,111,eComm USA S321,D000000FG9N2,1
00006XBF7Z,DC01,2021-11-02 8:41:43 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614577,2170,90267006,109,SLN00EYFCP,0,PICK,RDTS000001,69-04-03-05,109,Replenishment,D000000FG9YZ,1
00006XBJHY,DC01,2021-11-02 8:50:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614583,500,78845090,12,SLN00EYDKQ,0,PICK,RDTS000001,81-18-03-01,12,Replenishment,D000000FGA71,1
00006XB293,DC01,2021-11-02 8:11:12 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER2,LSTPCK,262898558,7,92519021,67,SLN00EYAIW,0,PICK,RDTS000001,41-19-02-02,67,eComm Canada,D000000FG9BD,1
00006XBK4H,DC01,2021-11-02 8:53:26 AM,02-Nov-21,8,SO,SO,RETAIL,USER26,IDNTFY,82619083,20,81381026,94,SLN00EZJ0Q,0,ADJS,EXPR,PERM-CRE-LOC,RTNS110221,Other Retail,D000000FGAAB,1
00006XBCB8,DC01,2021-11-02 8:24:58 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER25,PKOCLOSE,262864498,22,94465002,STNPACK-018,SLN00EY72S,0,WRKS,PACK,STNPACK-018,STNPACK-018-STG,eComm USA S321,D000000FG5UN,1
00006XB0GH,DC01,2021-11-02 8:04:42 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,ASSUMEDPCK,262897536,2,80305013,57,SLN00EYA8Q,0,PICK,RDTS000001,27-14-02-04,57,eComm Canada,D000000FG94O,1
00006XB2C3,DC01,2021-11-02 8:11:51 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82611105,470,78846014,88,SLN00EXOPY,0,PICK,RDTS000001,04-18-03-08,88,Replenishment,D000000FG9C1,1
00006XBHUS,DC01,2021-11-02 8:45:26 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER11,ASSUMEDPCK,262896857,1,80007005,54,SLN00EYJ5B,0,PICK,RDTS000001,21-07-03-02,54,eComm Canada,D000000FGA2M,1
00006XBKMK,DC01,2021-11-02 8:57:27 AM,02-Nov-21,8,P05,P05,ECOMMERCE,USER19,ASSUMEDPCK,262899120,1,90033011,8,SLN00EYJMX,1,PICK,RDTS000001,10-16-04-06,8,eComm USA S321,D000000FGAE6,1
00006XB4OC,DC01,2021-11-02 8:14:45 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611105,760,84753012,88,SLN00EXONV,0,PICK,RDTS000001,05-08-04-02,88,Replenishment,D000000FG9F9,2
00006XBKE1,DC01,2021-11-02 8:55:03 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614571,4100,95514025,27,SLN00EYEQP,0,PICK,RDTS000001,76-05-03-01,27,Replenishment,D000000FGABY,1
00006XBCTZ,DC01,2021-11-02 8:29:33 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614590,1250,92127019,27,SLN00EYBBQ,0,PICK,RDTS000001,41B-39-03-03,27,Replenishment,D000000FG9R7,1
00006XB0KI,DC01,2021-11-02 8:05:57 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,1750,81378001,8,SLN00EYBE0,0,PICK,RDTS000001,17-19-03-01,8,Replenishment,D000000FG95T,4
00006XB82L,DC01,2021-11-02 8:19:05 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82614579,940,78077164,88,SLN00EYBG9,0,PICK,RDTS000001,07-07-02-01,88,Replenishment,D000000FG9JH,1
00006XB09V,DC01,2021-11-02 8:02:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER14,IDNTFY,82544844,1950,94422055,99,SLN00EZ4KD,0,ADJS,EXPR,PERM-CRE-LOC,RTNS110221,Replenishment,D000000FG92W,1
00006XBJ9V,DC01,2021-11-02 8:47:47 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER16,LSTPCK,262898836,1,91898028,72,SLN00EYAEF,0,PICK,RDTS000001,71-14-03-02,72,eComm Canada,D000000FGA4M,1
00006XBGIF,DC01,2021-11-02 8:44:04 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614589,1290,83549005,12,SLN00EYE55,0,PICK,RDTS000001,79-03-02-01,12,Replenishment,D000000FGA1A,1
00006XBKZK,DC01,2021-11-02 8:59:26 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614569,2220,90484006,109,SLN00EYF4I,0,PICK,RDTS000001,75-04-01-02,109,Replenishment,D000000FGAG8,1
00006XBCE9,DC01,2021-11-02 8:26:02 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614588,520,80715001,27,SLN00EYB6Q,0,PICK,RDTS000001,40-17-02-04,27,Replenishment,D000000FG9OK,1
00006XAYM0,DC01,2021-11-02 8:01:13 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,2670,90070015,35,SLN00EXNXU,0,PICK,RDTS000001,50-20-02-05,35,Replenishment,D000000FG91F,1
00006XBB3E,DC01,2021-11-02 8:24:07 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614594,370,80007004,27,SLN00EYB75,0,PICK,RDTS000001,38-10-02-02,27,Replenishment,D000000FG9N3,1
00006XBEEO,DC01,2021-11-02 8:40:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,10,48560106,35,SLN00EXO49,0,PICK,RDTS000001,39-17-01-02,35,Replenishment,D000000FG9XS,1
00006XBDI1,DC01,2021-11-02 8:33:02 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82611098,1160,81185028,88,SLN00EXO7H,0,PICK,RDTS000001,18-13-02-04,88,Replenishment,D000000FG9TS,2
00006XBL02,DC01,2021-11-02 8:59:35 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614571,3490,91598001,88,SLN00EYEV3,0,PICK,RDTS000001,60-23-03-05,88,Replenishment,D000000FGAGD,1
